2017/12/4,1466,0,0.0,0.0043
2017/12/5,1466,0,0.0,0.0043
2017/12/6,1466,0,0.0,0.0043
2017/12/7,1466,0,0.0,0.0043
2017/12/8,1466,0,0.0,0.0043
2017/12/9,1466,0,0.0,0.0043
2017/12/10,1466,0,0.0,0.0042
2017/12/11,1466,0,0.0,0.0043
2017/12/12,1466,0,0.0,0.0043
2017/12/13,1466,0,0.0,0.0043
2017/12/14,1466,0,0.0,0.0043
2017/12/15,1466,0,0.0,0.0043
2017/12/16,1466,0,0.0,0.0042
2017/12/17,1466,0,0.0,0.0042
2017/12/18,1466,0,0.0,0.0043
2017/12/19,1466,0,0.0,0.0043
2017/12/20,1466,0,0.0,0.0043
2017/12/21,1466,0,0.0,0.0043
2017/12/22,1466,0,0.0,0.0043
2017/12/23,1466,0,0.0,0.0043
2017/12/24,1466,0,0.0,0.0042
2017/12/25,1466,0,0.0,0.0043
2017/12/26,1466,0,0.0,0.0043
2017/12/27,1466,0,0.0,0.0043
2017/12/28,1466,0,0.0,0.0043
2017/12/29,1466,1,0.0,0.0043
2017/12/30,1466,0,0.0,0.0042
2018/2/1,1466,0,0.0,0.0042
2018/2/2,1466,0,0.0,0.0043
2018/2/3,1466,0,0.0,0.0042
2018/2/4,1466,0,0.0,0.0042
2018/2/5,1466,0,0.0,0.0043
2018/2/6,1466,0,0.0,0.0042
2018/2/7,1466,0,0.0,0.0042
2018/2/8,1466,2,24.769000000000002,0.0042
2018/2/9,1466,0,0.0,0.0042
2018/2/10,1466,0,0.0,0.0041
2018/2/11,1466,0,0.0,0.0041
2018/2/12,1466,0,0.0,0.0042
2018/2/13,1466,0,0.0,0.0041
2018/2/14,1466,0,0.0,0.004
2018/2/15,1466,0,0.0,0.004
2018/2/16,1466,0,0.0,0.0039
2018/2/17,1466,0,0.0,0.0039
2018/2/18,1466,0,0.0,0.0039
2018/2/19,1466,0,0.0,0.0039
2018/2/20,1466,0,0.0,0.0039
2018/2/21,1466,0,0.0,0.004
2018/2/22,1466,0,0.0,0.0041
2018/2/23,1466,2,0.337,0.0041
2018/2/24,1466,0,0.0,0.0041
2017/12/31,1466,0,0.0,0.0042
2018/2/28,1466,0,0.0,0.0042
2018/3/31,1466,0,0.0,0.0041
2018/1/1,1466,0,0.0,0.0042
2018/1/2,1466,0,0.0,0.0042
2018/1/3,1466,0,0.0,0.0042
2018/1/4,1466,0,0.0,0.0043
2018/1/5,1466,0,0.0,0.0043
2018/1/6,1466,0,0.0,0.0042
2018/1/10,1466,0,0.0,0.0043
2018/1/11,1466,0,0.0,0.0043
2018/1/12,1466,0,0.0,0.0043
2018/1/13,1466,0,0.0,0.0042
2018/1/14,1466,0,0.0,0.0042
2018/1/15,1466,0,0.0,0.0043
2018/1/16,1466,0,0.0,0.0043
2018/1/17,1466,0,0.0,0.0043
2018/1/18,1466,0,0.0,0.0043
2018/1/19,1466.0,0.0,0.0,0.0043
2018/1/20,1466.0,0.0,0.0,0.0042
2018/1/21,1466.0,0.0,0.0,0.0042
2018/1/22,1466,0,0.0,0.0043
2018/1/23,1466,0,0.0,0.0043
2018/1/24,1466,0,0.0,0.0043
2018/1/25,1466,0,0.0,0.0043
2018/1/26,1466,0,0.0,0.0043
2018/1/27,1466,0,0.0,0.0042
2018/1/28,1466,0,0.0,0.0041
2018/1/29,1466,0,0.0,0.0043
2018/1/30,1466,0,5.1160000000000005,0.0043
